389,Another name for soil pollution is,Land pollution,Flat pollution,Hard pollution,Primary pollution,C,JSS 2,Basic Science,"PERSONAL, SCHOOL AND COMMUNITY HEALTH
",2021-08-17 17:52:27,2021-08-17 17:52:27
390,The following are the dangers of soil pollution except,It causes flooding by blocking drainage systems,"It breeds rodents, flies and mosquitoes",It destroys the natural beauty of an area,It causes radioactive poisoning,D,JSS 2,Basic Science,"PERSONAL, SCHOOL AND COMMUNITY HEALTH
",2021-08-17 17:52:27,2021-08-17 17:52:27
391,Which of the following will not control soil pollution,Construction of better recreational facilities,Avoid over grazing,Intensive cropping and planting of trees,Construction of good drainage systems,A,JSS 2,Basic Science,"PERSONAL, SCHOOL AND COMMUNITY HEALTH
",2021-08-17 17:52:27,2021-08-17 17:52:27
392,The contamination of the air is known as,Soil pollution,Air pollution,Hard pollution,Land pollution,B,JSS 2,Basic Science,"PERSONAL, SCHOOL AND COMMUNITY HEALTH
",2021-08-17 17:52:27,2021-08-17 17:52:27
393,Manmade sources of air pollution include the following except,Deforestation,Urbanization,Forest fire,Industrialization,C,JSS 2,Basic Science,"PERSONAL, SCHOOL AND COMMUNITY HEALTH
",2021-08-17 17:52:27,2021-08-17 17:52:27
394,Natural sources of air pollution include the following except,Forest fire,Dust storm,Volcanic ashes,Deforestation,D,JSS 2,Basic Science,"PERSONAL, SCHOOL AND COMMUNITY HEALTH
",2021-08-17 17:52:27,2021-08-17 17:52:27
395,Which of the following is not a method of prevention of air pollution,Bigger factories,Plant trees,Combustion,Better designed equipment,A,JSS 2,Basic Science,"PERSONAL, SCHOOL AND COMMUNITY HEALTH
",2021-08-17 17:52:27,2021-08-17 17:52:27
396,Sound that is unpleasant to the ear is known as,Sound pollution,Noise pollution,Ear pollution,Music,B,JSS 2,Basic Science,"PERSONAL, SCHOOL AND COMMUNITY HEALTH
",2021-08-17 17:52:27,2021-08-17 17:52:27
397,Which of the following is not an artificial source of noise pollution,Industries,Explosives,Volcanic eruption,Automobiles,C,JSS 2,Basic Science,"PERSONAL, SCHOOL AND COMMUNITY HEALTH
",2021-08-17 17:52:27,2021-08-17 17:52:27
398,Which of these is not an effect of noise pollution,Restlessness,Confusion,Damaged hearing,Productive researches,D,JSS 2,Basic Science,"PERSONAL, SCHOOL AND COMMUNITY HEALTH
",2021-08-17 17:52:27,2021-08-17 17:52:27
399,Diseases that cannot be contracted by having contact with an infected person is known as,Non-communicable diseases,Communicable diseases,Terminal diseases,Hereditary diseases,A,JSS 2,Basic Science,"NON-COMMUNICABLE DISEASES AND THEIR PREVENTION
",2021-08-17 17:52:27,2021-08-17 17:52:27
400,Diseases that can be contracted by having contact with an infected person is known as,Non-communicable diseases,Communicable diseases,Terminal diseases,Hereditary diseases,B,JSS 2,Basic Science,"NON-COMMUNICABLE DISEASES AND THEIR PREVENTION
",2021-08-17 17:52:28,2021-08-17 17:52:28
401,Communicable diseases are also known as,Hereditary diseases,Terminal diseases,Contagious diseases,Conditional diseases,C,JSS 2,Basic Science,"NON-COMMUNICABLE DISEASES AND THEIR PREVENTION
",2021-08-17 17:52:28,2021-08-17 17:52:28
402,Which of the following diseases is caused by food nutrient deficiency,Obesity,Asthma,Anemia,Rickets,D,JSS 2,Basic Science,"NON-COMMUNICABLE DISEASES AND THEIR PREVENTION
",2021-08-17 17:52:28,2021-08-17 17:52:28
403,Which of the following diseases is caused by food nutrient deficiency,Sickle cell,Cancer,Heart disease,Beriberi,D,JSS 2,Basic Science,"NON-COMMUNICABLE DISEASES AND THEIR PREVENTION
",2021-08-17 17:52:28,2021-08-17 17:52:28
404,Which of these diseases is hereditary,Kwashiorkor,Goiter,Sickle cell,Knocked knees,C,JSS 2,Basic Science,"NON-COMMUNICABLE DISEASES AND THEIR PREVENTION
",2021-08-17 17:52:28,2021-08-17 17:52:28
405,The symptoms of sickle cell disease include the following except,Allergic to most food,Abdominal pain,Severe leg cramp,Yellowish discoloration of the eyes,A,JSS 2,Basic Science,"NON-COMMUNICABLE DISEASES AND THEIR PREVENTION
",2021-08-17 17:52:28,2021-08-17 17:52:28
406,The following are symptoms of sickle cell disease except,Pain in the bone,Allergic to animals,Feverish condition,Anemia,B,JSS 2,Basic Science,"NON-COMMUNICABLE DISEASES AND THEIR PREVENTION
",2021-08-17 17:52:28,2021-08-17 17:52:28
407,Which of the following cannot prevent/control sickle cell disease,Performing surgery on the patient,Feeding patient with highly nutritious food,Patient should avoid strenuous exercise,Blood transfusion can help the patient,A,JSS 2,Basic Science,"NON-COMMUNICABLE DISEASES AND THEIR PREVENTION
",2021-08-17 17:52:28,2021-08-17 17:52:28
408,Excessive body fats in the body is known as,Over weight,Obesity,Fatness,Evidence of good living,B,JSS 2,Basic Science,"NON-COMMUNICABLE DISEASES AND THEIR PREVENTION
",2021-08-17 17:52:28,2021-08-17 17:52:28
409,Which of these is the major cause of obesity,Over eating,Too much exercise,Over drinking,over sleeping,A,JSS 2,Basic Science,"NON-COMMUNICABLE DISEASES AND THEIR PREVENTION
",2021-08-17 17:52:28,2021-08-17 17:52:28
410,The following are steps to prevent obesity except,Exercises,Eating more of vegetables,Consuming more meat,Working sedentary jobs,C,JSS 2,Basic Science,"NON-COMMUNICABLE DISEASES AND THEIR PREVENTION
",2021-08-17 17:52:28,2021-08-17 17:52:28
411,The following steps can help avoid obesity except,Avoid eating unprocessed foods,Avoid eating in-between meals,Avoid eating fatty foods,Avoid overeating,A,JSS 2,Basic Science,"NON-COMMUNICABLE DISEASES AND THEIR PREVENTION
",2021-08-17 17:52:28,2021-08-17 17:52:28
412,Which of these is a respiratory disease,Kwashiorkor,Beriberi,Obesity,Asthma,D,JSS 2,Basic Science,"NON-COMMUNICABLE DISEASES AND THEIR PREVENTION
",2021-08-17 17:52:28,2021-08-17 17:52:28
413,"The disease characterized by the narrowing of the trachea, bronchi and bronchiole is known as",Obesity,Asthma,Beriberi,Kwashiorkor,B,JSS 2,Basic Science,"NON-COMMUNICABLE DISEASES AND THEIR PREVENTION
",2021-08-17 17:52:29,2021-08-17 17:52:29
414,Bronchial asthma is caused by the following allergens except,Fart,Smoke,Dust,Animal hair,A,JSS 2,Basic Science,"NON-COMMUNICABLE DISEASES AND THEIR PREVENTION
",2021-08-17 17:52:29,2021-08-17 17:52:29
415,The following allergens cause bronchial asthma except,High humidity,Cold temperature,Emotional stress,Fatty foods,D,JSS 2,Basic Science,"NON-COMMUNICABLE DISEASES AND THEIR PREVENTION
",2021-08-17 17:52:29,2021-08-17 17:52:29
416,The symptoms of asthma include the following except,Coughing,Wheezing,Diarrhea,Noisy breathe,C,JSS 2,Basic Science,"NON-COMMUNICABLE DISEASES AND THEIR PREVENTION
",2021-08-17 17:52:29,2021-08-17 17:52:29
417,Asthma patients can avoid asthma attacks by any of the following steps except,Avoid sunlight completely,Avoidance of allergens,Abstain from smoking,Avoid unnecessary exposure to cold,A,JSS 2,Basic Science,"NON-COMMUNICABLE DISEASES AND THEIR PREVENTION
",2021-08-17 17:52:29,2021-08-17 17:52:29
418,The condition that occurs when the body is deficient of healthy red blood cells is known as,Obesity,Anemia,Asthma,Rickets,B,JSS 2,Basic Science,"NON-COMMUNICABLE DISEASES AND THEIR PREVENTION
",2021-08-17 17:52:29,2021-08-17 17:52:29
419,The following are causes of anemia except,Faulty red blood cell production,Loss of blood,Destruction of red blood cells,Blood transfusion,D,JSS 2,Basic Science,"NON-COMMUNICABLE DISEASES AND THEIR PREVENTION
",2021-08-17 17:52:29,2021-08-17 17:52:29
420,The following are symptoms of anemia except,Stomach ache,Fatigue,Shortness of breath,Irregular heartbeat,A,JSS 2,Basic Science,"NON-COMMUNICABLE DISEASES AND THEIR PREVENTION
",2021-08-17 17:52:29,2021-08-17 17:52:29
421,Which of the following is not a method of preventing or controlling asthma,Avoid prolonged sickness,Consume foods rich in fats and oil,Eat vitamin rich foods,pregnant women should keep blood loss at a minimum during child birth,B,JSS 2,Basic Science,"NON-COMMUNICABLE DISEASES AND THEIR PREVENTION
",2021-08-17 17:52:29,2021-08-17 17:52:29
422,The protein deficiency disease prevalent among the poor and low income group is called,Kwashiorkor,Beriberi,Autism,Bow legs,A,JSS 2,Basic Science,"NON-COMMUNICABLE DISEASES AND THEIR PREVENTION
",2021-08-17 17:52:29,2021-08-17 17:52:29
423,The process of extracting crude oil from oil traps with pipes is known as,Exploration,Extraction,Drilling,Pumping,D,JSS 2,Basic Science,"NON-COMMUNICABLE DISEASES AND THEIR PREVENTION
",2021-08-17 17:52:29,2021-08-17 17:52:29
424,The symptoms of kwashiorkor include the following except,Constipation,Weakness,Protruding abdomen,Stunted growth,A,JSS 2,Basic Science,"NON-COMMUNICABLE DISEASES AND THEIR PREVENTION
",2021-08-17 17:52:29,2021-08-17 17:52:29
425,"Organized information in the form of operating systems, programs and applications that enable a computer to work properly is known as",System tools,Utilities,Software,Hardware,C,JSS 2,Basic Science,"BASIC COMPUTER OPERATIONS AND CONCEPT
",2021-08-17 17:52:29,2021-08-17 17:52:29
426,The software that controls the basic functions of a computer is known as,Utility software,Program software,System software,Application software,C,JSS 2,Basic Science,"BASIC COMPUTER OPERATIONS AND CONCEPT
",2021-08-17 17:52:30,2021-08-17 17:52:30
427,The software that handles common and specialized tasks a user wants to perform is known as,Utility software,Program software,System software,Application software,D,JSS 2,Basic Science,"BASIC COMPUTER OPERATIONS AND CONCEPT
",2021-08-17 17:52:30,2021-08-17 17:52:30
428,Which of the following is not a type of software,Utility software,Program software,System software,Application software,B,JSS 2,Basic Science,"BASIC COMPUTER OPERATIONS AND CONCEPT
",2021-08-17 17:52:30,2021-08-17 17:52:30
429,Examples of system software include the following except,Entertainment software,Operating system,Communication software,Command line shell,A,JSS 2,Basic Science,"BASIC COMPUTER OPERATIONS AND CONCEPT
",2021-08-17 17:52:30,2021-08-17 17:52:30
430,A collection of one or more programs used to solve a specific task is called,Application software,Utility software,Program software,System software,A,JSS 2,Basic Science,"BASIC COMPUTER OPERATIONS AND CONCEPT
",2021-08-17 17:52:30,2021-08-17 17:52:30
431,The following are examples of application software except,Word processing software,Spreadsheet software,Database software,Compiler and interpreter,D,JSS 2,Basic Science,"BASIC COMPUTER OPERATIONS AND CONCEPT
",2021-08-17 17:52:31,2021-08-17 17:52:31
432,A collection of one or more programs that helps the user in system maintenance tasks and in performing tasks of routine nature is called,System software,Program software,Application software,Utility software,D,JSS 2,Basic Science,"BASIC COMPUTER OPERATIONS AND CONCEPT
",2021-08-17 17:52:32,2021-08-17 17:52:32
433,The following are examples of utility software except,Education software,Registry cleaners,Anti-virus,Disk defragmenters,A,JSS 2,Basic Science,"BASIC COMPUTER OPERATIONS AND CONCEPT
",2021-08-17 17:52:32,2021-08-17 17:52:32
434,The software that communicates with the hardware and allows other programs to run is called,Application software,Operating system,Program software,Utility software,B,JSS 2,Basic Science,"OPERATING SYSTEM
",2021-08-17 17:52:32,2021-08-17 17:52:32
435,Operating system is comprised of what type of software,Application software,Program software,System software,Utility software,C,JSS 2,Basic Science,"OPERATING SYSTEM
",2021-08-17 17:52:32,2021-08-17 17:52:32
436,Common desktop operating systems include the following except,Windows,Mac OS X,Linux,Android,D,JSS 2,Basic Science,"OPERATING SYSTEM
",2021-08-17 17:52:32,2021-08-17 17:52:32
437,Which of the following operating systems can only run on Macintosh computers,Mac OS X,Windows,Linux,Android,A,JSS 2,Basic Science,"OPERATING SYSTEM
",2021-08-17 17:52:32,2021-08-17 17:52:32
438,Common mobile operating systems include the following except,Android,UNIX,iOS,Windows phone,B,JSS 2,Basic Science,"OPERATING SYSTEM
",2021-08-17 17:52:33,2021-08-17 17:52:33
439,A specially written program which understands the operation of the device it interfaces to is called,Graphical user interface,Application program interface,Driver,Operating system,C,JSS 2,Basic Science,"OPERATING SYSTEM
",2021-08-17 17:52:33,2021-08-17 17:52:33
440,The following are operating system concerns except,System crashes and instabilities,Security flaws,Driver incompatibility,Non-functional graphical user interface,D,JSS 2,Basic Science,"OPERATING SYSTEM
",2021-08-17 17:52:33,2021-08-17 17:52:33
441,The smallest unit of data in a computer is called a,Byte,Bit,Nibble,Kilobyte,B,JSS 2,Basic Science,"UNITS OF STORAGE IN COMPUTER
",2021-08-17 17:52:33,2021-08-17 17:52:33
442,Binary digit is abbreviated as,Bit,Byte,Nibble,Kilobyte,A,JSS 2,Basic Science,"UNITS OF STORAGE IN COMPUTER
",2021-08-17 17:52:33,2021-08-17 17:52:33
443,Eight binary digits is called a,Kilobyte,Nibble,Bit,Byte,D,JSS 2,Basic Science,"UNITS OF STORAGE IN COMPUTER
",2021-08-17 17:52:33,2021-08-17 17:52:33
444,Half a byte is known as a,Byte,Bit,Nibble,Kilobyte,C,JSS 2,Basic Science,"UNITS OF STORAGE IN COMPUTER
",2021-08-17 17:52:33,2021-08-17 17:52:33
445,The unit most computers use to represent a character is,Byte,Bit,Nibble,Kilobyte,A,JSS 2,Basic Science,"UNITS OF STORAGE IN COMPUTER
",2021-08-17 17:52:33,2021-08-17 17:52:33
446,An eight bit unit is known as a,Megabyte,Octet,Gigabyte,Terabyte,B,JSS 2,Basic Science,"UNITS OF STORAGE IN COMPUTER
",2021-08-17 17:52:33,2021-08-17 17:52:33
447,One billion gigabytes is known as a,Yottabyte,Petabyte,Zettabyte,Exabyte,D,JSS 2,Basic Science,"UNITS OF STORAGE IN COMPUTER
",2021-08-17 17:52:33,2021-08-17 17:52:33
448,A thousand bytes is called a,Kilobyte,Kilobit,Megabyte,Gigabyte,A,JSS 2,Basic Science,"UNITS OF STORAGE IN COMPUTER
",2021-08-17 17:52:33,2021-08-17 17:52:33
449,Which of these units is used to measure the processor storage and real and virtual memory of a computer,Gigabyte,Megabyte,Kilobit,Kilobyte,B,JSS 2,Basic Science,"UNITS OF STORAGE IN COMPUTER
",2021-08-17 17:52:33,2021-08-17 17:52:33
450,The unit used to measure a computer’s data storage capacity is called a,Petabyte,Terabyte,Gigabyte,Megabyte,C,JSS 2,Basic Science,"UNITS OF STORAGE IN COMPUTER
",2021-08-17 17:52:34,2021-08-17 17:52:34
451,Two to the 40th power bytes is called a,Terabyte,Gigabyte,Petabyte,Exabyte,A,JSS 2,Basic Science,"UNITS OF STORAGE IN COMPUTER
",2021-08-17 17:52:34,2021-08-17 17:52:34
452,Which of these units is greater than a zettabyte,Terabyte,Petabyte,Exabyte,Yottabyte,D,JSS 2,Basic Science,"UNITS OF STORAGE IN COMPUTER
",2021-08-17 17:52:34,2021-08-17 17:52:34
453,One sextillion bytes is known as a,Petabyte,Exabyte,Yottabyte,Zettabyte,D,JSS 2,Basic Science,"UNITS OF STORAGE IN COMPUTER
",2021-08-17 17:52:34,2021-08-17 17:52:34
454,A sequence of instructions written to perform a specified task with a computer is known as,Operating system,Computer program,Computer software,Computer hardware,B,JSS 2,Basic Science,"COMPUTER PROBLEM SOLVING SKILLS 
",2021-08-17 17:52:34,2021-08-17 17:52:34
455,A collection of computer programs and related data is known as,Software,Instruction,Program,System,A,JSS 2,Basic Science,"COMPUTER PROBLEM SOLVING SKILLS 
",2021-08-17 17:52:34,2021-08-17 17:52:34
456,Computer source code may be converted into an executable file by a,Assembler,Converter,Interpreter,Compiler,D,JSS 2,Basic Science,"COMPUTER PROBLEM SOLVING SKILLS 
",2021-08-17 17:52:34,2021-08-17 17:52:34
457,Computer programs can be executed with the aid of a,Assembler,Converter,Interpreter,Compiler,C,JSS 2,Basic Science,"COMPUTER PROBLEM SOLVING SKILLS 
",2021-08-17 17:52:34,2021-08-17 17:52:34
458,The process where two or more computer programs run simultaneously on the computer from the perspective of the user is known as,Multitasking,Split screen,Improvising,Optimizing,A,JSS 2,Basic Science,"COMPUTER PROBLEM SOLVING SKILLS 
",2021-08-17 17:52:34,2021-08-17 17:52:34
459,Any of various languages for expressing a set of detailed instructions for a digital computer is known as,Computer graphical user interface,Computer programing language,Computer application program interface,Computer operating system,B,JSS 2,Basic Science,"COMPUTER PROBLEM SOLVING SKILLS 
",2021-08-17 17:52:34,2021-08-17 17:52:34
460,Which of the following is a low level machine language,C#,C,Python,Assembly language,D,JSS 2,Basic Science,"COMPUTER PROBLEM SOLVING SKILLS 
",2021-08-17 17:52:34,2021-08-17 17:52:34
461,Which of the following is not a responsible use of the computer and internet,Hacking,Research,Communication,Multimedia,A,JSS 2,Basic Science,"COMPUTER ETHICS
",2021-08-17 17:52:34,2021-08-17 17:52:34
462,The following are the benefits of using a word processing program except,Mistakes can easily be corrected,A computer is not needed,The contents can be easily reorganized,Spelling and grammar mistakes can easily be checked and corrected,B,JSS 2,Basic Science,"COMPUTER ETHICS
",2021-08-17 17:52:35,2021-08-17 17:52:35
463,Which of the following is not an example of power problems,Blackout,Spikes,Spillage,Surges,C,JSS 2,Basic Science,"COMPUTER ETHICS
",2021-08-17 17:52:35,2021-08-17 17:52:35
464,The following are ways of protecting your computers and data except,Always visit untrusted and intrusive sites,Unplug your system when not in use,Avoid connecting devices that may have virus to your computer,Connect your computer to uninterruptible power supply,A,JSS 2,Basic Science,"COMPUTER ETHICS
",2021-08-17 17:52:35,2021-08-17 17:52:35
465,Which of the following is not a way of misusing the internet,Electronic spam,Pornography,Identity theft,Research work,D,JSS 2,Basic Science,"COMPUTER ETHICS
",2021-08-17 17:52:35,2021-08-17 17:52:35
466,Which of these is not a factor to consider when positioning the monitor,Angle,Centering,Height,Color,D,JSS 2,Basic Science,"SAFETY MEASURES WHEN USING THE COMPUTER
",2021-08-17 17:52:35,2021-08-17 17:52:35
467,Which of these is not a factor to consider when positioning the monitor,Viewing distance,Screen quality,Length,Eye health,C,JSS 2,Basic Science,"SAFETY MEASURES WHEN USING THE COMPUTER
",2021-08-17 17:52:35,2021-08-17 17:52:35
468,The following are characteristics of a good sitting posture when using the computer except,Keep the monitor in front of you so that your neck is aligned straight,Place frequently used items far from reach,The screen should be set so you don’t bend your neck up or down to view the screen,The monitor should be an arm’s length away,B,JSS 2,Basic Science,"SAFETY MEASURES WHEN USING THE COMPUTER
",2021-08-17 17:52:35,2021-08-17 17:52:35
469,Which of the following is a characteristic of a bad sitting posture when using the computer,Place the feet flat on the floor,Place the feet on a footrest,Adjust your chair to provide good back support,Set the back tilt to a reclining position of 120˚,D,JSS 2,Basic Science,"SAFETY MEASURES WHEN USING THE COMPUTER
",2021-08-17 17:52:35,2021-08-17 17:52:35
470,Which of the following is a characteristic of a bad sitting posture when using the computer,The keyboard should be inclined at 45˚,The height of the keyboard and pointing device should be low enough for your arms to relax at your sides,The keyboard should be wide enough to include the mouse,The palm rest should be as wide as the usable portion of the keyboard,A,JSS 2,Basic Science,"SAFETY MEASURES WHEN USING THE COMPUTER
",2021-08-17 17:52:35,2021-08-17 17:52:35
471,ICT is short for,Information communication technology,Information communications technologies,Information and communications technology,Information and 	communication technologies,C,JSS 2,Basic Science,"BASIC KNOWLEDGE OF INFORMATION TECHNOGY
",2021-08-17 17:52:35,2021-08-17 17:52:35
472,The following are examples of ICT tools except,Telephone,Internet,Television,Drums,D,JSS 2,Basic Science,"BASIC KNOWLEDGE OF INFORMATION TECHNOGY
",2021-08-17 17:52:35,2021-08-17 17:52:35
473,Which of these is not a benefit of ICT,Communication,Cybercrime,Efficiency,Competitive advantage,B,JSS 2,Basic Science,"BASIC KNOWLEDGE OF INFORMATION TECHNOGY
",2021-08-17 17:52:35,2021-08-17 17:52:35
474,The disadvantages of ICT include the following except,Economic efficiency,Job elimination,Security breaches,Implementation expenses,A,JSS 2,Basic Science,"BASIC KNOWLEDGE OF INFORMATION TECHNOGY
",2021-08-17 17:52:36,2021-08-17 17:52:36
475,GSM stands for,Global system of mobile communication,Global system mobile,General system mobile,Global system for mobile communication,D,JSS 2,Basic Science,"BASIC KNOWLEDGE OF INFORMATION TECHNOGY
",2021-08-17 17:52:36,2021-08-17 17:52:36
476,TDMA stands for,Telephone division multiplication addition,Telephone division multiple access,Time division multiple access,Time division multiplication addition,C,JSS 2,Basic Science,"BASIC KNOWLEDGE OF INFORMATION TECHNOGY
",2021-08-17 17:52:36,2021-08-17 17:52:36
477,The device that converts sound and electrical waves to audible relays and is used for communication is known as,Megaphone,Telephone,Microphone,Speaker,B,JSS 2,Basic Science,"BASIC KNOWLEDGE OF INFORMATION TECHNOGY
",2021-08-17 17:52:36,2021-08-17 17:52:36
478,The means of connecting a computer to any other computer anywhere in the world via dedicated routers and servers is called,Communication network,Wireless technology,Internet,Fiber optics,C,JSS 2,Basic Science,"INTERNET
",2021-08-17 17:52:36,2021-08-17 17:52:36
479,Which of the following cannot be sent or received via the internet,Syphilis,Text,Graphics,Computer programs,A,JSS 2,Basic Science,"INTERNET
",2021-08-17 17:52:36,2021-08-17 17:52:36
480,URL is short for,United research limited,Uniform resource locator,Unity remote link,Unified recovery location,B,JSS 2,Basic Science,"INTERNET
",2021-08-17 17:52:36,2021-08-17 17:52:36
481,URI is short for,United research identity,Unity remote image,Uniform resource identifier,Unified recovery idea,C,JSS 2,Basic Science,"INTERNET
",2021-08-17 17:52:36,2021-08-17 17:52:36
482,The following are abuses of the internet except,Changing the operating system of a computer,Stealing personal information,Unauthorized alteration of data,Misusing system tools for fraudulent purposes,A,JSS 2,Basic Science,"INTERNET
",2021-08-17 17:52:36,2021-08-17 17:52:36
483,Unsolicited or junk email is referred to as,Lost data,Bugs,Virus,Spam,D,JSS 2,Basic Science,"INTERNET
",2021-08-17 17:52:36,2021-08-17 17:52:36
484,The Following are legitimate uses of the internet except,Financial transaction,Spamming,News,Education,B,JSS 2,Basic Science,"INTERNET
",2021-08-17 17:52:36,2021-08-17 17:52:36
